 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255,255,255,1.077,255
2,MaxProject,0.004,255,255,255,1.077,255
3,MaxProject,0.739,255,255,255,188.541,44625
4,MaxProject,31.582,255,255,255,8053.379,1906125
5,MaxProject,0.004,255,255,255,1.077,255
6,MaxProject,0.004,255,255,255,1.077,255
7,MaxProject,0.004,255,255,255,1.077,255
8,MaxProject,1.432,255,255,255,365.230,86445
9,MaxProject,0.059,255,255,255,15.083,3570
10,MaxProject,0.004,255,255,255,1.077,255
11,MaxProject,0.055,255,255,255,14.006,3315
12,MaxProject,0.093,255,255,255,23.702,5610
13,MaxProject,0.820,255,255,255,209.011,49470
14,MaxProject,0.008,255,255,255,2.155,510
15,MaxProject,0.025,255,255,255,6.464,1530
16,MaxProject,0.123,255,255,255,31.244,7395
