 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255.000,255,255,1.077,255
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.008,255.000,255,255,2.155,510
4,MaxProject,0.021,255.000,255,255,5.387,1275
5,MaxProject,0.013,255.000,255,255,3.232,765
6,MaxProject,0.004,255.000,255,255,1.077,255
7,MaxProject,14.779,254.927,0,255,3767.581,891735
8,MaxProject,0.135,255.000,255,255,34.476,8160
9,MaxProject,0.008,255.000,255,255,2.155,510
10,MaxProject,0.004,255.000,255,255,1.077,255
11,MaxProject,0.004,255.000,255,255,1.077,255
