 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.008,255.000,255,255,2.155,510
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.008,255.000,255,255,2.155,510
5,MaxProject,0.013,255.000,255,255,3.232,765
6,MaxProject,0.008,255.000,255,255,2.155,510
7,MaxProject,0.021,255.000,255,255,5.387,1275
8,MaxProject,0.017,255.000,255,255,4.310,1020
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,0.008,255.000,255,255,2.155,510
11,MaxProject,0.068,255.000,255,255,17.238,4080
12,MaxProject,12.417,254.826,0,255,3164.251,748935
13,MaxProject,0.021,255.000,255,255,5.387,1275
14,MaxProject,0.013,255.000,255,255,3.232,765
