 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.013,255,255,255,3.232,765
2,MaxProject,0.021,255,255,255,5.387,1275
3,MaxProject,0.030,255,255,255,7.542,1785
4,MaxProject,0.004,255,255,255,1.077,255
5,MaxProject,0.013,255,255,255,3.232,765
6,MaxProject,0.004,255,255,255,1.077,255
7,MaxProject,0.004,255,255,255,1.077,255
8,MaxProject,0.008,255,255,255,2.155,510
9,MaxProject,0.004,255,255,255,1.077,255
10,MaxProject,0.004,255,255,255,1.077,255
11,MaxProject,0.038,255,255,255,9.696,2295
12,MaxProject,0.021,255,255,255,5.387,1275
13,MaxProject,0.008,255,255,255,2.155,510
14,MaxProject,0.008,255,255,255,2.155,510
15,MaxProject,0.025,255,255,255,6.464,1530
16,MaxProject,0.008,255,255,255,2.155,510
17,MaxProject,0.004,255,255,255,1.077,255
18,MaxProject,0.004,255,255,255,1.077,255
19,MaxProject,0.004,255,255,255,1.077,255
20,MaxProject,0.008,255,255,255,2.155,510
21,MaxProject,0.004,255,255,255,1.077,255
22,MaxProject,0.008,255,255,255,2.155,510
23,MaxProject,0.004,255,255,255,1.077,255
24,MaxProject,0.008,255,255,255,2.155,510
25,MaxProject,0.004,255,255,255,1.077,255
26,MaxProject,0.013,255,255,255,3.232,765
27,MaxProject,0.008,255,255,255,2.155,510
28,MaxProject,0.004,255,255,255,1.077,255
29,MaxProject,0.008,255,255,255,2.155,510
30,MaxProject,0.004,255,255,255,1.077,255
31,MaxProject,0.004,255,255,255,1.077,255
32,MaxProject,0.004,255,255,255,1.077,255
33,MaxProject,0.004,255,255,255,1.077,255
34,MaxProject,0.004,255,255,255,1.077,255
35,MaxProject,0.004,255,255,255,1.077,255
36,MaxProject,117.818,253.692,0,255,29889.616,7074465
37,MaxProject,0.008,255,255,255,2.155,510
38,MaxProject,0.059,255,255,255,15.083,3570
39,MaxProject,0.579,255,255,255,147.600,34935
40,MaxProject,0.021,255,255,255,5.387,1275
41,MaxProject,0.004,255,255,255,1.077,255
42,MaxProject,0.034,255,255,255,8.619,2040
43,MaxProject,0.004,255,255,255,1.077,255
44,MaxProject,0.173,255,255,255,44.172,10455
45,MaxProject,0.025,255,255,255,6.464,1530
46,MaxProject,0.279,255,255,255,71.107,16830
47,MaxProject,0.046,255,255,255,11.851,2805
48,MaxProject,0.004,255,255,255,1.077,255
49,MaxProject,0.008,255,255,255,2.155,510
50,MaxProject,0.503,255,255,255,128.208,30345
51,MaxProject,0.004,255,255,255,1.077,255
52,MaxProject,0.004,255,255,255,1.077,255
53,MaxProject,0.004,255,255,255,1.077,255
54,MaxProject,0.004,255,255,255,1.077,255
55,MaxProject,0.013,255,255,255,3.232,765
56,MaxProject,0.025,255,255,255,6.464,1530
57,MaxProject,0.021,255,255,255,5.387,1275
58,MaxProject,0.013,255,255,255,3.232,765
59,MaxProject,0.004,255,255,255,1.077,255
60,MaxProject,0.004,255,255,255,1.077,255
61,MaxProject,0.004,255,255,255,1.077,255
62,MaxProject,0.008,255,255,255,2.155,510
63,MaxProject,0.004,255,255,255,1.077,255
64,MaxProject,0.004,255,255,255,1.077,255
65,MaxProject,0.008,255,255,255,2.155,510
66,MaxProject,0.017,255,255,255,4.310,1020
67,MaxProject,0.008,255,255,255,2.155,510
68,MaxProject,0.008,255,255,255,2.155,510
69,MaxProject,0.008,255,255,255,2.155,510
70,MaxProject,0.008,255,255,255,2.155,510
71,MaxProject,0.004,255,255,255,1.077,255
72,MaxProject,0.008,255,255,255,2.155,510
