 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255.000,255,255,1.077,255
2,MaxProject,0.017,255.000,255,255,4.310,1020
3,MaxProject,0.013,255.000,255,255,3.232,765
4,MaxProject,0.008,255.000,255,255,2.155,510
5,MaxProject,0.004,255.000,255,255,1.077,255
6,MaxProject,0.004,255.000,255,255,1.077,255
7,MaxProject,0.008,255.000,255,255,2.155,510
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.008,255.000,255,255,2.155,510
10,MaxProject,0.004,255.000,255,255,1.077,255
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.013,255.000,255,255,3.232,765
14,MaxProject,0.025,255.000,255,255,6.464,1530
15,MaxProject,0.008,255.000,255,255,2.155,510
16,MaxProject,0.017,255.000,255,255,4.310,1020
17,MaxProject,0.051,255.000,255,255,12.929,3060
18,MaxProject,0.118,255.000,255,255,30.167,7140
19,MaxProject,0.008,255.000,255,255,2.155,510
20,MaxProject,0.004,255.000,255,255,1.077,255
21,MaxProject,0.038,255.000,255,255,9.696,2295
22,MaxProject,50.645,234.897,0,255,11896.375,2815710
23,MaxProject,0.017,255.000,255,255,4.310,1020
24,MaxProject,70.798,252.900,0,255,17904.896,4237845
25,MaxProject,0.008,255.000,255,255,2.155,510
26,MaxProject,0.004,255.000,255,255,1.077,255
27,MaxProject,0.025,255.000,255,255,6.464,1530
28,MaxProject,0.004,255.000,255,255,1.077,255
29,MaxProject,0.511,255.000,255,255,130.362,30855
30,MaxProject,0.004,255.000,255,255,1.077,255
