 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,86.507,251.862,0,255,21787.756,5156865
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.025,255.000,255,255,6.464,1530
4,MaxProject,0.008,255.000,255,255,2.155,510
5,MaxProject,1.179,255.000,255,255,300.588,71145
6,MaxProject,0.215,255.000,255,255,54.946,13005
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,0.004,255.000,255,255,1.077,255
11,MaxProject,0.190,255.000,255,255,48.482,11475
12,MaxProject,0.008,255.000,255,255,2.155,510
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,2.243,255.000,255,255,572.086,135405
15,MaxProject,0.004,255.000,255,255,1.077,255
