 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255.000,255,255,1.077,255
2,MaxProject,0.017,255.000,255,255,4.310,1020
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.008,255.000,255,255,2.155,510
5,MaxProject,0.004,255.000,255,255,1.077,255
6,MaxProject,0.017,255.000,255,255,4.310,1020
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,0.013,255.000,255,255,3.232,765
9,MaxProject,0.008,255.000,255,255,2.155,510
10,MaxProject,0.004,255.000,255,255,1.077,255
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,5.564,255.000,255,255,1418.903,335835
15,MaxProject,0.004,255.000,255,255,1.077,255
16,MaxProject,11.851,254.909,0,255,3020.960,715020
17,MaxProject,0.537,252.992,0,255,135.749,32130
18,MaxProject,0.004,255.000,255,255,1.077,255
19,MaxProject,0.008,255.000,255,255,2.155,510
20,MaxProject,0.004,255.000,255,255,1.077,255
21,MaxProject,0.004,255.000,255,255,1.077,255
