 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.008,255,255,255,2.155,510
2,MaxProject,0.008,255,255,255,2.155,510
3,MaxProject,0.021,255,255,255,5.387,1275
4,MaxProject,0.008,255,255,255,2.155,510
5,MaxProject,0.004,255,255,255,1.077,255
6,MaxProject,0.008,255,255,255,2.155,510
7,MaxProject,0.004,255,255,255,1.077,255
8,MaxProject,0.004,255,255,255,1.077,255
9,MaxProject,0.004,255,255,255,1.077,255
10,MaxProject,0.004,255,255,255,1.077,255
11,MaxProject,0.004,255,255,255,1.077,255
12,MaxProject,0.017,255,255,255,4.310,1020
13,MaxProject,0.008,255,255,255,2.155,510
14,MaxProject,0.030,255,255,255,7.542,1785
15,MaxProject,0.008,255,255,255,2.155,510
16,MaxProject,0.017,255,255,255,4.310,1020
17,MaxProject,0.008,255,255,255,2.155,510
18,MaxProject,0.021,255,255,255,5.387,1275
19,MaxProject,0.004,255,255,255,1.077,255
20,MaxProject,0.051,255,255,255,12.929,3060
21,MaxProject,0.008,255,255,255,2.155,510
22,MaxProject,0.008,255,255,255,2.155,510
23,MaxProject,0.008,255,255,255,2.155,510
24,MaxProject,0.013,255,255,255,3.232,765
25,MaxProject,0.013,255,255,255,3.232,765
26,MaxProject,0.025,255,255,255,6.464,1530
27,MaxProject,0.004,255,255,255,1.077,255
28,MaxProject,0.013,255,255,255,3.232,765
29,MaxProject,0.021,255,255,255,5.387,1275
30,MaxProject,0.008,255,255,255,2.155,510
31,MaxProject,0.017,255,255,255,4.310,1020
32,MaxProject,0.004,255,255,255,1.077,255
33,MaxProject,0.004,255,255,255,1.077,255
34,MaxProject,0.004,255,255,255,1.077,255
35,MaxProject,0.004,255,255,255,1.077,255
36,MaxProject,0.004,255,255,255,1.077,255
37,MaxProject,0.034,255,255,255,8.619,2040
38,MaxProject,0.004,255,255,255,1.077,255
39,MaxProject,0.004,255,255,255,1.077,255
40,MaxProject,0.004,255,255,255,1.077,255
41,MaxProject,0.004,255,255,255,1.077,255
42,MaxProject,0.004,255,255,255,1.077,255
43,MaxProject,0.004,255,255,255,1.077,255
44,MaxProject,0.008,255,255,255,2.155,510
45,MaxProject,0.004,255,255,255,1.077,255
46,MaxProject,0.004,255,255,255,1.077,255
47,MaxProject,0.815,253.679,0,255,206.856,48960
48,MaxProject,0.004,255,255,255,1.077,255
49,MaxProject,6.730,255,255,255,1716.258,406215
50,MaxProject,0.706,255,255,255,179.922,42585
51,MaxProject,16.744,254.936,0,255,4268.560,1010310
52,MaxProject,0.004,255,255,255,1.077,255
53,MaxProject,0.127,255,255,255,32.321,7650
54,MaxProject,0.013,255,255,255,3.232,765
55,MaxProject,0.004,255,255,255,1.077,255
56,MaxProject,0.389,255,255,255,99.119,23460
57,MaxProject,0.004,255,255,255,1.077,255
58,MaxProject,0.004,255,255,255,1.077,255
59,MaxProject,0.021,255,255,255,5.387,1275
60,MaxProject,0.676,255,255,255,172.380,40800
61,MaxProject,0.004,255,255,255,1.077,255
62,MaxProject,0.013,255,255,255,3.232,765
63,MaxProject,0.004,255,255,255,1.077,255
64,MaxProject,0.008,255,255,255,2.155,510
65,MaxProject,0.004,255,255,255,1.077,255
66,MaxProject,0.055,255,255,255,14.006,3315
67,MaxProject,0.017,255,255,255,4.310,1020
68,MaxProject,0.008,255,255,255,2.155,510
69,MaxProject,0.013,255,255,255,3.232,765
70,MaxProject,0.004,255,255,255,1.077,255
71,MaxProject,0.004,255,255,255,1.077,255
