 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255.000,255,255,1.077,255
2,MaxProject,0.013,255.000,255,255,3.232,765
3,MaxProject,0.363,255.000,255,255,92.654,21930
4,MaxProject,31.176,254.931,0,255,7947.796,1881135
5,MaxProject,0.063,255.000,255,255,16.161,3825
6,MaxProject,0.051,255.000,255,255,12.929,3060
7,MaxProject,0.025,255.000,255,255,6.464,1530
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.313,255.000,255,255,79.726,18870
10,MaxProject,0.008,255.000,255,255,2.155,510
11,MaxProject,0.013,255.000,255,255,3.232,765
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,0.008,255.000,255,255,2.155,510
15,MaxProject,0.004,255.000,255,255,1.077,255
16,MaxProject,0.004,255.000,255,255,1.077,255
17,MaxProject,0.004,255.000,255,255,1.077,255
18,MaxProject,0.004,255.000,255,255,1.077,255
19,MaxProject,0.004,255.000,255,255,1.077,255
20,MaxProject,0.004,255.000,255,255,1.077,255
21,MaxProject,0.008,255.000,255,255,2.155,510
