 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255.000,255,255,1.077,255
2,MaxProject,0.008,255.000,255,255,2.155,510
3,MaxProject,0.748,255.000,255,255,190.695,45135
4,MaxProject,0.004,255.000,255,255,1.077,255
5,MaxProject,0.004,255.000,255,255,1.077,255
6,MaxProject,0.072,255.000,255,255,18.315,4335
7,MaxProject,0.008,255.000,255,255,2.155,510
8,MaxProject,0.093,255.000,255,255,23.702,5610
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,22.781,254.905,0,255,5807.052,1374450
11,MaxProject,0.380,255.000,255,255,96.964,22950
12,MaxProject,0.139,255.000,255,255,35.553,8415
13,MaxProject,0.030,255.000,255,255,7.542,1785
14,MaxProject,0.013,255.000,255,255,3.232,765
15,MaxProject,0.930,255.000,255,255,237.023,56100
16,MaxProject,2.041,254.472,0,255,519.295,122910
17,MaxProject,27.336,254.961,0,255,6969.539,1649595
18,MaxProject,0.063,255.000,255,255,16.161,3825
19,MaxProject,1.783,255.000,255,255,454.652,107610
20,MaxProject,0.249,255.000,255,255,63.565,15045
21,MaxProject,0.068,255.000,255,255,17.238,4080
22,MaxProject,0.182,255.000,255,255,46.327,10965
23,MaxProject,0.008,255.000,255,255,2.155,510
24,MaxProject,0.025,255.000,255,255,6.464,1530
25,MaxProject,0.896,255.000,255,255,228.404,54060
26,MaxProject,0.008,255.000,255,255,2.155,510
27,MaxProject,0.085,255.000,255,255,21.548,5100
28,MaxProject,0.621,255.000,255,255,158.374,37485
29,MaxProject,0.004,255.000,255,255,1.077,255
30,MaxProject,0.224,240.566,0,255,53.869,12750
31,MaxProject,0.004,255.000,255,255,1.077,255
32,MaxProject,0.004,255.000,255,255,1.077,255
33,MaxProject,0.017,255.000,255,255,4.310,1020
34,MaxProject,0.004,255.000,255,255,1.077,255
