 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.139,255,255,255,35.553,8415
2,MaxProject,0.059,255,255,255,15.083,3570
3,MaxProject,0.025,255,255,255,6.464,1530
4,MaxProject,13.250,255,255,255,3378.648,799680
5,MaxProject,0.004,255,255,255,1.077,255
6,MaxProject,0.330,255,255,255,84.035,19890
7,MaxProject,0.004,255,255,255,1.077,255
8,MaxProject,0.004,255,255,255,1.077,255
9,MaxProject,0.008,255,255,255,2.155,510
10,MaxProject,0.004,255,255,255,1.077,255
11,MaxProject,0.004,255,255,255,1.077,255
12,MaxProject,0.004,255,255,255,1.077,255
13,MaxProject,0.008,255,255,255,2.155,510
14,MaxProject,0.004,255,255,255,1.077,255
15,MaxProject,0.004,255,255,255,1.077,255
16,MaxProject,0.004,255,255,255,1.077,255
17,MaxProject,0.004,255,255,255,1.077,255
18,MaxProject,0.004,255,255,255,1.077,255
