 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,27.699,254.806,0,255,7057.884,1670505
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.008,255.000,255,255,2.155,510
4,MaxProject,0.030,255.000,255,255,7.542,1785
5,MaxProject,0.008,255.000,255,255,2.155,510
6,MaxProject,0.004,255.000,255,255,1.077,255
7,MaxProject,0.008,255.000,255,255,2.155,510
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,0.021,255.000,255,255,5.387,1275
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,0.013,255.000,255,255,3.232,765
15,MaxProject,0.013,255.000,255,255,3.232,765
16,MaxProject,0.004,255.000,255,255,1.077,255
