 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,11.906,254.638,0,255,3031.733,717570
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.004,255.000,255,255,1.077,255
5,MaxProject,0.042,255.000,255,255,10.774,2550
6,MaxProject,1.508,255.000,255,255,384.623,91035
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,1.407,255.000,255,255,358.766,84915
9,MaxProject,0.068,255.000,255,255,17.238,4080
10,MaxProject,0.004,255.000,255,255,1.077,255
