 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255,255,255,1.077,255
2,MaxProject,0.021,255,255,255,5.387,1275
3,MaxProject,0.004,255,255,255,1.077,255
4,MaxProject,0.021,255,255,255,5.387,1275
5,MaxProject,0.013,255,255,255,3.232,765
6,MaxProject,0.008,255,255,255,2.155,510
7,MaxProject,0.008,255,255,255,2.155,510
8,MaxProject,0.008,255,255,255,2.155,510
9,MaxProject,0.008,255,255,255,2.155,510
10,MaxProject,0.004,255,255,255,1.077,255
11,MaxProject,0.017,255,255,255,4.310,1020
12,MaxProject,0.008,255,255,255,2.155,510
13,MaxProject,0.004,255,255,255,1.077,255
14,MaxProject,0.004,255,255,255,1.077,255
15,MaxProject,0.004,255,255,255,1.077,255
16,MaxProject,0.004,255,255,255,1.077,255
17,MaxProject,0.004,255,255,255,1.077,255
18,MaxProject,0.008,255,255,255,2.155,510
19,MaxProject,0.004,255,255,255,1.077,255
20,MaxProject,0.004,255,255,255,1.077,255
21,MaxProject,0.013,255,255,255,3.232,765
22,MaxProject,0.004,255,255,255,1.077,255
23,MaxProject,0.008,255,255,255,2.155,510
24,MaxProject,0.004,255,255,255,1.077,255
25,MaxProject,38.993,253.812,0,255,9896.767,2342430
26,MaxProject,0.714,255,255,255,182.076,43095
27,MaxProject,0.008,255,255,255,2.155,510
28,MaxProject,0.004,255,255,255,1.077,255
29,MaxProject,0.004,255,255,255,1.077,255
30,MaxProject,0.004,255,255,255,1.077,255
31,MaxProject,0.794,255,255,255,202.547,47940
32,MaxProject,0.017,255,255,255,4.310,1020
33,MaxProject,0.004,255,255,255,1.077,255
34,MaxProject,0.008,255,255,255,2.155,510
35,MaxProject,0.013,255,255,255,3.232,765
36,MaxProject,0.004,255,255,255,1.077,255
37,MaxProject,0.004,255,255,255,1.077,255
38,MaxProject,0.004,255,255,255,1.077,255
39,MaxProject,0.017,255,255,255,4.310,1020
40,MaxProject,0.004,255,255,255,1.077,255
41,MaxProject,0.004,255,255,255,1.077,255
42,MaxProject,0.008,255,255,255,2.155,510
43,MaxProject,0.013,255,255,255,3.232,765
