 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.025,255,255,255,6.464,1530
2,MaxProject,0.008,255,255,255,2.155,510
3,MaxProject,0.017,255,255,255,4.310,1020
4,MaxProject,0.004,255,255,255,1.077,255
5,MaxProject,0.008,255,255,255,2.155,510
6,MaxProject,0.013,255,255,255,3.232,765
7,MaxProject,0.013,255,255,255,3.232,765
8,MaxProject,0.008,255,255,255,2.155,510
9,MaxProject,0.008,255,255,255,2.155,510
10,MaxProject,0.013,255,255,255,3.232,765
11,MaxProject,0.004,255,255,255,1.077,255
12,MaxProject,0.008,255,255,255,2.155,510
13,MaxProject,0.021,255,255,255,5.387,1275
14,MaxProject,0.004,255,255,255,1.077,255
15,MaxProject,0.004,255,255,255,1.077,255
16,MaxProject,0.004,255,255,255,1.077,255
17,MaxProject,0.008,255,255,255,2.155,510
18,MaxProject,0.072,255,255,255,18.315,4335
19,MaxProject,0.021,255,255,255,5.387,1275
20,MaxProject,0.076,255,255,255,19.393,4590
21,MaxProject,0.025,255,255,255,6.464,1530
22,MaxProject,0.021,255,255,255,5.387,1275
23,MaxProject,0.042,255,255,255,10.774,2550
24,MaxProject,0.908,255,255,255,231.636,54825
25,MaxProject,7.280,255,255,255,1856.317,439365
26,MaxProject,0.030,255,255,255,7.542,1785
27,MaxProject,0.025,255,255,255,6.464,1530
28,MaxProject,3.532,255,255,255,900.686,213180
29,MaxProject,0.004,255,255,255,1.077,255
30,MaxProject,0.004,255,255,255,1.077,255
31,MaxProject,0.008,255,255,255,2.155,510
32,MaxProject,0.008,255,255,255,2.155,510
33,MaxProject,0.004,255,255,255,1.077,255
34,MaxProject,0.004,255,255,255,1.077,255
35,MaxProject,0.004,255,255,255,1.077,255
36,MaxProject,0.004,255,255,255,1.077,255
37,MaxProject,0.013,255,255,255,3.232,765
38,MaxProject,0.042,255,255,255,10.774,2550
39,MaxProject,0.004,255,255,255,1.077,255
40,MaxProject,0.004,255,255,255,1.077,255
41,MaxProject,0.008,255,255,255,2.155,510
42,MaxProject,0.004,255,255,255,1.077,255
43,MaxProject,0.008,255,255,255,2.155,510
44,MaxProject,0.004,255,255,255,1.077,255
45,MaxProject,0.004,255,255,255,1.077,255
46,MaxProject,0.004,255,255,255,1.077,255
47,MaxProject,0.008,255,255,255,2.155,510
48,MaxProject,0.004,255,255,255,1.077,255
49,MaxProject,0.004,255,255,255,1.077,255
50,MaxProject,0.004,255,255,255,1.077,255
51,MaxProject,0.004,255,255,255,1.077,255
52,MaxProject,0.013,255,255,255,3.232,765
53,MaxProject,0.004,255,255,255,1.077,255
54,MaxProject,0.055,255,255,255,14.006,3315
55,MaxProject,0.004,255,255,255,1.077,255
56,MaxProject,0.030,255,255,255,7.542,1785
57,MaxProject,0.063,255,255,255,16.161,3825
58,MaxProject,0.008,255,255,255,2.155,510
59,MaxProject,0.025,255,255,255,6.464,1530
60,MaxProject,0.004,255,255,255,1.077,255
61,MaxProject,0.046,255,255,255,11.851,2805
62,MaxProject,0.021,255,255,255,5.387,1275
63,MaxProject,0.025,255,255,255,6.464,1530
64,MaxProject,0.017,255,255,255,4.310,1020
65,MaxProject,0.013,255,255,255,3.232,765
66,MaxProject,0.013,255,255,255,3.232,765
67,MaxProject,0.017,255,255,255,4.310,1020
68,MaxProject,0.025,255,255,255,6.464,1530
69,MaxProject,0.013,255,255,255,3.232,765
70,MaxProject,0.013,255,255,255,3.232,765
71,MaxProject,0.042,255,255,255,10.774,2550
72,MaxProject,0.004,255,255,255,1.077,255
73,MaxProject,0.017,255,255,255,4.310,1020
74,MaxProject,0.004,255,255,255,1.077,255
75,MaxProject,0.008,255,255,255,2.155,510
76,MaxProject,0.008,255,255,255,2.155,510
77,MaxProject,0.008,255,255,255,2.155,510
78,MaxProject,0.008,255,255,255,2.155,510
79,MaxProject,0.004,255,255,255,1.077,255
80,MaxProject,0.013,255,255,255,3.232,765
81,MaxProject,0.004,255,255,255,1.077,255
