 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.042,255.000,255,255,10.774,2550
2,MaxProject,0.013,255.000,255,255,3.232,765
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.017,255.000,255,255,4.310,1020
5,MaxProject,0.004,255.000,255,255,1.077,255
6,MaxProject,0.008,255.000,255,255,2.155,510
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.008,255.000,255,255,2.155,510
10,MaxProject,0.025,255.000,255,255,6.464,1530
11,MaxProject,0.004,255.000,255,255,1.077,255
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.013,255.000,255,255,3.232,765
14,MaxProject,24.306,254.911,0,255,6195.984,1466505
15,MaxProject,0.008,255.000,255,255,2.155,510
16,MaxProject,0.680,255.000,255,255,173.457,41055
17,MaxProject,1.022,255.000,255,255,260.725,61710
18,MaxProject,0.017,255.000,255,255,4.310,1020
19,MaxProject,0.004,255.000,255,255,1.077,255
20,MaxProject,0.004,255.000,255,255,1.077,255
21,MaxProject,0.004,255.000,255,255,1.077,255
22,MaxProject,0.004,255.000,255,255,1.077,255
23,MaxProject,0.017,255.000,255,255,4.310,1020
24,MaxProject,0.008,255.000,255,255,2.155,510
25,MaxProject,0.017,255.000,255,255,4.310,1020
26,MaxProject,0.004,255.000,255,255,1.077,255
27,MaxProject,0.008,255.000,255,255,2.155,510
28,MaxProject,0.025,255.000,255,255,6.464,1530
29,MaxProject,0.034,255.000,255,255,8.619,2040
30,MaxProject,0.017,255.000,255,255,4.310,1020
31,MaxProject,0.034,255.000,255,255,8.619,2040
32,MaxProject,0.017,255.000,255,255,4.310,1020
33,MaxProject,0.008,255.000,255,255,2.155,510
34,MaxProject,0.030,255.000,255,255,7.542,1785
35,MaxProject,0.013,255.000,255,255,3.232,765
36,MaxProject,0.004,255.000,255,255,1.077,255
37,MaxProject,0.008,255.000,255,255,2.155,510
38,MaxProject,0.004,255.000,255,255,1.077,255
39,MaxProject,0.004,255.000,255,255,1.077,255
40,MaxProject,0.004,255.000,255,255,1.077,255
41,MaxProject,0.013,255.000,255,255,3.232,765
42,MaxProject,0.004,255.000,255,255,1.077,255
43,MaxProject,0.021,255.000,255,255,5.387,1275
44,MaxProject,0.008,255.000,255,255,2.155,510
