 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.008,255,255,255,2.155,510
2,MaxProject,0.004,255,255,255,1.077,255
3,MaxProject,0.030,255,255,255,7.542,1785
4,MaxProject,0.004,255,255,255,1.077,255
5,MaxProject,0.008,255,255,255,2.155,510
6,MaxProject,0.004,255,255,255,1.077,255
7,MaxProject,0.021,255,255,255,5.387,1275
8,MaxProject,0.004,255,255,255,1.077,255
9,MaxProject,0.008,255,255,255,2.155,510
10,MaxProject,0.034,255,255,255,8.619,2040
11,MaxProject,0.004,255,255,255,1.077,255
12,MaxProject,0.013,255,255,255,3.232,765
13,MaxProject,0.008,255,255,255,2.155,510
14,MaxProject,0.008,255,255,255,2.155,510
15,MaxProject,0.038,255,255,255,9.696,2295
16,MaxProject,0.004,255,255,255,1.077,255
17,MaxProject,0.008,255,255,255,2.155,510
18,MaxProject,0.008,255,255,255,2.155,510
19,MaxProject,0.085,255,255,255,21.548,5100
20,MaxProject,0.021,255,255,255,5.387,1275
21,MaxProject,0.013,255,255,255,3.232,765
22,MaxProject,0.042,255,255,255,10.774,2550
23,MaxProject,0.008,255,255,255,2.155,510
24,MaxProject,0.013,255,255,255,3.232,765
25,MaxProject,0.008,255,255,255,2.155,510
26,MaxProject,0.063,255,255,255,16.161,3825
27,MaxProject,0.008,255,255,255,2.155,510
28,MaxProject,0.080,255,255,255,20.470,4845
29,MaxProject,0.004,255,255,255,1.077,255
30,MaxProject,0.025,255,255,255,6.464,1530
31,MaxProject,0.004,255,255,255,1.077,255
32,MaxProject,0.004,255,255,255,1.077,255
33,MaxProject,0.004,255,255,255,1.077,255
34,MaxProject,0.004,255,255,255,1.077,255
35,MaxProject,0.046,255,255,255,11.851,2805
36,MaxProject,0.008,255,255,255,2.155,510
37,MaxProject,0.021,255,255,255,5.387,1275
38,MaxProject,0.008,255,255,255,2.155,510
39,MaxProject,0.004,255,255,255,1.077,255
40,MaxProject,0.008,255,255,255,2.155,510
41,MaxProject,0.008,255,255,255,2.155,510
42,MaxProject,0.004,255,255,255,1.077,255
43,MaxProject,0.004,255,255,255,1.077,255
44,MaxProject,0.004,255,255,255,1.077,255
45,MaxProject,0.004,255,255,255,1.077,255
46,MaxProject,0.004,255,255,255,1.077,255
47,MaxProject,0.008,255,255,255,2.155,510
48,MaxProject,0.004,255,255,255,1.077,255
49,MaxProject,0.008,255,255,255,2.155,510
50,MaxProject,0.004,255,255,255,1.077,255
51,MaxProject,0.013,255,255,255,3.232,765
52,MaxProject,0.008,255,255,255,2.155,510
53,MaxProject,0.013,255,255,255,3.232,765
54,MaxProject,0.030,255,255,255,7.542,1785
55,MaxProject,0.004,255,255,255,1.077,255
56,MaxProject,0.004,255,255,255,1.077,255
57,MaxProject,0.008,255,255,255,2.155,510
58,MaxProject,0.008,255,255,255,2.155,510
59,MaxProject,0.004,255,255,255,1.077,255
60,MaxProject,0.004,255,255,255,1.077,255
61,MaxProject,0.004,255,255,255,1.077,255
62,MaxProject,0.008,255,255,255,2.155,510
63,MaxProject,0.004,255,255,255,1.077,255
64,MaxProject,0.008,255,255,255,2.155,510
65,MaxProject,0.004,255,255,255,1.077,255
66,MaxProject,0.068,239.062,0,255,16.161,3825
67,MaxProject,24.171,254.955,0,255,6162.585,1458600
68,MaxProject,0.008,255,255,255,2.155,510
69,MaxProject,0.545,255,255,255,138.981,32895
70,MaxProject,0.004,255,255,255,1.077,255
71,MaxProject,0.004,255,255,255,1.077,255
72,MaxProject,0.008,255,255,255,2.155,510
73,MaxProject,0.004,255,255,255,1.077,255
74,MaxProject,0.435,255,255,255,110.970,26265
75,MaxProject,0.004,255,255,255,1.077,255
76,MaxProject,0.004,255,255,255,1.077,255
77,MaxProject,0.004,255,255,255,1.077,255
78,MaxProject,0.004,255,255,255,1.077,255
79,MaxProject,0.004,255,255,255,1.077,255
80,MaxProject,0.004,255,255,255,1.077,255
81,MaxProject,0.004,255,255,255,1.077,255
82,MaxProject,0.008,255,255,255,2.155,510
83,MaxProject,0.008,255,255,255,2.155,510
84,MaxProject,0.008,255,255,255,2.155,510
85,MaxProject,0.013,255,255,255,3.232,765
86,MaxProject,0.004,255,255,255,1.077,255
87,MaxProject,0.013,255,255,255,3.232,765
88,MaxProject,0.008,255,255,255,2.155,510
89,MaxProject,0.013,255,255,255,3.232,765
90,MaxProject,0.017,255,255,255,4.310,1020
91,MaxProject,0.025,255,255,255,6.464,1530
92,MaxProject,0.008,255,255,255,2.155,510
93,MaxProject,0.025,255,255,255,6.464,1530
94,MaxProject,0.013,255,255,255,3.232,765
95,MaxProject,0.017,255,255,255,4.310,1020
96,MaxProject,0.025,255,255,255,6.464,1530
97,MaxProject,0.004,255,255,255,1.077,255
98,MaxProject,0.004,255,255,255,1.077,255
99,MaxProject,0.008,255,255,255,2.155,510
100,MaxProject,0.017,255,255,255,4.310,1020
101,MaxProject,0.008,255,255,255,2.155,510
102,MaxProject,0.008,255,255,255,2.155,510
103,MaxProject,0.008,255,255,255,2.155,510
104,MaxProject,0.017,255,255,255,4.310,1020
