 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.017,255.000,255,255,4.310,1020
2,MaxProject,0.008,255.000,255,255,2.155,510
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.013,255.000,255,255,3.232,765
5,MaxProject,0.004,255.000,255,255,1.077,255
6,MaxProject,0.008,255.000,255,255,2.155,510
7,MaxProject,0.008,255.000,255,255,2.155,510
8,MaxProject,0.008,255.000,255,255,2.155,510
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,0.004,255.000,255,255,1.077,255
11,MaxProject,0.004,255.000,255,255,1.077,255
12,MaxProject,0.038,255.000,255,255,9.696,2295
13,MaxProject,0.017,255.000,255,255,4.310,1020
14,MaxProject,0.004,255.000,255,255,1.077,255
15,MaxProject,0.042,255.000,255,255,10.774,2550
16,MaxProject,0.004,255.000,255,255,1.077,255
17,MaxProject,0.021,255.000,255,255,5.387,1275
18,MaxProject,0.013,255.000,255,255,3.232,765
19,MaxProject,0.008,255.000,255,255,2.155,510
20,MaxProject,58.660,253.384,0,255,14863.466,3517980
21,MaxProject,0.004,255.000,255,255,1.077,255
22,MaxProject,0.004,255.000,255,255,1.077,255
23,MaxProject,0.211,255.000,255,255,53.869,12750
24,MaxProject,0.004,255.000,255,255,1.077,255
25,MaxProject,0.870,253.762,0,255,220.862,52275
26,MaxProject,0.106,255.000,255,255,26.934,6375
27,MaxProject,0.004,255.000,255,255,1.077,255
28,MaxProject,0.004,255.000,255,255,1.077,255
29,MaxProject,0.008,255.000,255,255,2.155,510
30,MaxProject,0.004,255.000,255,255,1.077,255
31,MaxProject,0.021,255.000,255,255,5.387,1275
32,MaxProject,0.004,255.000,255,255,1.077,255
33,MaxProject,0.004,255.000,255,255,1.077,255
34,MaxProject,0.008,255.000,255,255,2.155,510
35,MaxProject,0.004,255.000,255,255,1.077,255
36,MaxProject,0.004,255.000,255,255,1.077,255
37,MaxProject,0.004,255.000,255,255,1.077,255
38,MaxProject,0.004,255.000,255,255,1.077,255
39,MaxProject,0.004,255.000,255,255,1.077,255
