 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.072,255.000,255,255,18.315,4335
2,MaxProject,0.013,255.000,255,255,3.232,765
3,MaxProject,0.127,255.000,255,255,32.321,7650
4,MaxProject,0.824,255.000,255,255,210.088,49725
5,MaxProject,0.038,255.000,255,255,9.696,2295
6,MaxProject,24.488,251.876,0,255,6167.972,1459875
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,0.114,255.000,255,255,29.089,6885
9,MaxProject,0.013,255.000,255,255,3.232,765
10,MaxProject,0.030,255.000,255,255,7.542,1785
11,MaxProject,0.013,255.000,255,255,3.232,765
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.013,255.000,255,255,3.232,765
14,MaxProject,0.008,255.000,255,255,2.155,510
15,MaxProject,0.021,255.000,255,255,5.387,1275
16,MaxProject,0.004,255.000,255,255,1.077,255
17,MaxProject,0.004,255.000,255,255,1.077,255
