 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.448,255.000,255,255,114.202,27030
2,MaxProject,0.110,255.000,255,255,28.012,6630
3,MaxProject,0.008,255.000,255,255,2.155,510
4,MaxProject,70.566,254.588,0,255,17965.229,4252125
5,MaxProject,0.575,253.125,0,255,145.446,34425
6,MaxProject,0.021,255.000,255,255,5.387,1275
7,MaxProject,0.030,255.000,255,255,7.542,1785
8,MaxProject,2.476,255.000,255,255,631.342,149430
9,MaxProject,1.927,255.000,255,255,491.283,116280
10,MaxProject,0.207,249.796,0,255,51.714,12240
11,MaxProject,0.131,255.000,255,255,33.399,7905
12,MaxProject,0.638,255.000,255,255,162.684,38505
13,MaxProject,0.558,255.000,255,255,142.214,33660
14,MaxProject,0.482,255.000,255,255,122.821,29070
15,MaxProject,0.004,255.000,255,255,1.077,255
16,MaxProject,0.004,255.000,255,255,1.077,255
