 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.013,255,255,255,3.232,765
2,MaxProject,0.004,255,255,255,1.077,255
3,MaxProject,0.004,255,255,255,1.077,255
4,MaxProject,0.004,255,255,255,1.077,255
5,MaxProject,0.051,255,255,255,12.929,3060
6,MaxProject,0.008,255,255,255,2.155,510
7,MaxProject,0.008,255,255,255,2.155,510
8,MaxProject,0.008,255,255,255,2.155,510
9,MaxProject,0.008,255,255,255,2.155,510
10,MaxProject,0.072,255,255,255,18.315,4335
11,MaxProject,0.013,255,255,255,3.232,765
12,MaxProject,0.030,255,255,255,7.542,1785
13,MaxProject,0.017,255,255,255,4.310,1020
14,MaxProject,0.068,255,255,255,17.238,4080
15,MaxProject,0.017,255,255,255,4.310,1020
16,MaxProject,0.038,255,255,255,9.696,2295
17,MaxProject,0.017,255,255,255,4.310,1020
18,MaxProject,0.013,255,255,255,3.232,765
19,MaxProject,0.004,255,255,255,1.077,255
20,MaxProject,0.013,255,255,255,3.232,765
21,MaxProject,0.025,255,255,255,6.464,1530
22,MaxProject,0.004,255,255,255,1.077,255
23,MaxProject,0.025,255,255,255,6.464,1530
24,MaxProject,0.004,255,255,255,1.077,255
25,MaxProject,0.013,255,255,255,3.232,765
26,MaxProject,0.004,255,255,255,1.077,255
27,MaxProject,0.004,255,255,255,1.077,255
28,MaxProject,0.034,255,255,255,8.619,2040
29,MaxProject,0.008,255,255,255,2.155,510
30,MaxProject,0.004,255,255,255,1.077,255
31,MaxProject,0.008,255,255,255,2.155,510
32,MaxProject,0.008,255,255,255,2.155,510
33,MaxProject,0.004,255,255,255,1.077,255
34,MaxProject,0.004,255,255,255,1.077,255
35,MaxProject,0.004,255,255,255,1.077,255
36,MaxProject,0.004,255,255,255,1.077,255
37,MaxProject,0.008,255,255,255,2.155,510
38,MaxProject,0.004,255,255,255,1.077,255
39,MaxProject,0.004,255,255,255,1.077,255
40,MaxProject,0.004,255,255,255,1.077,255
41,MaxProject,0.004,255,255,255,1.077,255
42,MaxProject,0.004,255,255,255,1.077,255
43,MaxProject,0.013,255,255,255,3.232,765
44,MaxProject,0.004,255,255,255,1.077,255
45,MaxProject,0.004,255,255,255,1.077,255
46,MaxProject,0.004,255,255,255,1.077,255
47,MaxProject,0.030,255,255,255,7.542,1785
48,MaxProject,0.021,255,255,255,5.387,1275
49,MaxProject,6.092,255,255,255,1553.575,367710
50,MaxProject,0.004,255,255,255,1.077,255
51,MaxProject,11.006,253.727,0,255,2792.556,660960
52,MaxProject,0.004,255,255,255,1.077,255
53,MaxProject,0.085,255,255,255,21.548,5100
54,MaxProject,0.004,255,255,255,1.077,255
55,MaxProject,0.004,255,255,255,1.077,255
56,MaxProject,0.004,255,255,255,1.077,255
57,MaxProject,0.135,255,255,255,34.476,8160
58,MaxProject,0.004,255,255,255,1.077,255
59,MaxProject,0.004,255,255,255,1.077,255
60,MaxProject,0.004,255,255,255,1.077,255
61,MaxProject,5.645,254.618,0,255,1437.218,340170
62,MaxProject,0.013,255,255,255,3.232,765
63,MaxProject,0.004,255,255,255,1.077,255
64,MaxProject,0.008,255,255,255,2.155,510
65,MaxProject,0.068,255,255,255,17.238,4080
66,MaxProject,0.008,255,255,255,2.155,510
67,MaxProject,0.004,255,255,255,1.077,255
68,MaxProject,0.004,255,255,255,1.077,255
69,MaxProject,0.004,255,255,255,1.077,255
70,MaxProject,0.008,255,255,255,2.155,510
71,MaxProject,0.004,255,255,255,1.077,255
72,MaxProject,0.008,255,255,255,2.155,510
73,MaxProject,0.008,255,255,255,2.155,510
74,MaxProject,0.004,255,255,255,1.077,255
75,MaxProject,0.008,255,255,255,2.155,510
76,MaxProject,0.013,255,255,255,3.232,765
77,MaxProject,0.004,255,255,255,1.077,255
78,MaxProject,0.038,255,255,255,9.696,2295
79,MaxProject,0.021,255,255,255,5.387,1275
80,MaxProject,0.013,255,255,255,3.232,765
81,MaxProject,0.008,255,255,255,2.155,510
82,MaxProject,0.008,255,255,255,2.155,510
83,MaxProject,0.004,255,255,255,1.077,255
84,MaxProject,0.013,255,255,255,3.232,765
85,MaxProject,0.013,255,255,255,3.232,765
86,MaxProject,0.013,255,255,255,3.232,765
87,MaxProject,0.008,255,255,255,2.155,510
88,MaxProject,0.008,255,255,255,2.155,510
89,MaxProject,0.004,255,255,255,1.077,255
90,MaxProject,0.017,255,255,255,4.310,1020
91,MaxProject,0.004,255,255,255,1.077,255
