 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.025,255.000,255,255,6.464,1530
2,MaxProject,0.013,255.000,255,255,3.232,765
3,MaxProject,0.008,255.000,255,255,2.155,510
4,MaxProject,0.017,255.000,255,255,4.310,1020
5,MaxProject,0.017,255.000,255,255,4.310,1020
6,MaxProject,0.051,255.000,255,255,12.929,3060
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,0.013,255.000,255,255,3.232,765
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,0.004,255.000,255,255,1.077,255
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,0.004,255.000,255,255,1.077,255
15,MaxProject,0.008,255.000,255,255,2.155,510
16,MaxProject,0.004,255.000,255,255,1.077,255
17,MaxProject,0.004,255.000,255,255,1.077,255
18,MaxProject,0.270,255.000,255,255,68.952,16320
19,MaxProject,18.400,255.000,255,255,4691.968,1110525
20,MaxProject,37.032,252.731,0,255,9359.157,2215185
21,MaxProject,0.008,255.000,255,255,2.155,510
22,MaxProject,0.004,255.000,255,255,1.077,255
23,MaxProject,0.085,255.000,255,255,21.548,5100
24,MaxProject,0.030,255.000,255,255,7.542,1785
25,MaxProject,0.608,255.000,255,255,155.142,36720
26,MaxProject,0.849,255.000,255,255,216.552,51255
27,MaxProject,4.162,255.000,255,255,1061.214,251175
28,MaxProject,0.004,255.000,255,255,1.077,255
29,MaxProject,0.004,255.000,255,255,1.077,255
30,MaxProject,0.008,255.000,255,255,2.155,510
31,MaxProject,0.008,255.000,255,255,2.155,510
32,MaxProject,0.008,255.000,255,255,2.155,510
33,MaxProject,0.004,255.000,255,255,1.077,255
34,MaxProject,0.004,255.000,255,255,1.077,255
35,MaxProject,0.004,255.000,255,255,1.077,255
36,MaxProject,0.008,255.000,255,255,2.155,510
37,MaxProject,0.021,255.000,255,255,5.387,1275
38,MaxProject,0.017,255.000,255,255,4.310,1020
39,MaxProject,0.013,255.000,255,255,3.232,765
40,MaxProject,0.017,255.000,255,255,4.310,1020
41,MaxProject,0.004,255.000,255,255,1.077,255
42,MaxProject,0.004,255.000,255,255,1.077,255
43,MaxProject,0.008,255.000,255,255,2.155,510
44,MaxProject,0.025,255.000,255,255,6.464,1530
45,MaxProject,0.038,255.000,255,255,9.696,2295
46,MaxProject,0.021,255.000,255,255,5.387,1275
47,MaxProject,0.025,255.000,255,255,6.464,1530
48,MaxProject,0.017,255.000,255,255,4.310,1020
49,MaxProject,0.004,255.000,255,255,1.077,255
50,MaxProject,0.008,255.000,255,255,2.155,510
51,MaxProject,0.004,255.000,255,255,1.077,255
52,MaxProject,0.004,255.000,255,255,1.077,255
53,MaxProject,0.021,255.000,255,255,5.387,1275
54,MaxProject,0.004,255.000,255,255,1.077,255
55,MaxProject,0.004,255.000,255,255,1.077,255
56,MaxProject,0.004,255.000,255,255,1.077,255
57,MaxProject,0.008,255.000,255,255,2.155,510
