 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.025,255.000,255,255,6.464,1530
2,MaxProject,0.008,255.000,255,255,2.155,510
3,MaxProject,0.051,255.000,255,255,12.929,3060
4,MaxProject,0.013,255.000,255,255,3.232,765
5,MaxProject,0.008,255.000,255,255,2.155,510
6,MaxProject,0.008,255.000,255,255,2.155,510
7,MaxProject,0.021,255.000,255,255,5.387,1275
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.017,255.000,255,255,4.310,1020
10,MaxProject,0.021,255.000,255,255,5.387,1275
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.021,255.000,255,255,5.387,1275
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,0.021,255.000,255,255,5.387,1275
15,MaxProject,0.013,255.000,255,255,3.232,765
16,MaxProject,0.008,255.000,255,255,2.155,510
17,MaxProject,0.004,255.000,255,255,1.077,255
18,MaxProject,0.004,255.000,255,255,1.077,255
19,MaxProject,0.803,255.000,255,255,204.701,48450
20,MaxProject,52.986,254.939,0,255,13508.128,3197190
21,MaxProject,0.008,255.000,255,255,2.155,510
22,MaxProject,0.004,255.000,255,255,1.077,255
23,MaxProject,0.004,255.000,255,255,1.077,255
24,MaxProject,2.734,255.000,255,255,697.062,164985
25,MaxProject,0.004,255.000,255,255,1.077,255
26,MaxProject,0.085,255.000,255,255,21.548,5100
27,MaxProject,0.004,255.000,255,255,1.077,255
28,MaxProject,0.004,255.000,255,255,1.077,255
29,MaxProject,0.008,255.000,255,255,2.155,510
30,MaxProject,0.004,255.000,255,255,1.077,255
31,MaxProject,0.013,255.000,255,255,3.232,765
32,MaxProject,0.013,255.000,255,255,3.232,765
33,MaxProject,0.004,255.000,255,255,1.077,255
34,MaxProject,0.008,255.000,255,255,2.155,510
35,MaxProject,0.013,255.000,255,255,3.232,765
