 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255,255,255,1.077,255
2,MaxProject,0.008,255,255,255,2.155,510
3,MaxProject,0.021,255,255,255,5.387,1275
4,MaxProject,0.013,255,255,255,3.232,765
5,MaxProject,0.025,255,255,255,6.464,1530
6,MaxProject,0.017,255,255,255,4.310,1020
7,MaxProject,0.008,255,255,255,2.155,510
8,MaxProject,0.008,255,255,255,2.155,510
9,MaxProject,0.021,255,255,255,5.387,1275
10,MaxProject,0.008,255,255,255,2.155,510
11,MaxProject,0.008,255,255,255,2.155,510
12,MaxProject,0.025,255,255,255,6.464,1530
13,MaxProject,0.021,255,255,255,5.387,1275
14,MaxProject,0.008,255,255,255,2.155,510
15,MaxProject,0.021,255,255,255,5.387,1275
16,MaxProject,0.013,255,255,255,3.232,765
17,MaxProject,0.021,255,255,255,5.387,1275
18,MaxProject,0.013,255,255,255,3.232,765
19,MaxProject,0.021,255,255,255,5.387,1275
20,MaxProject,0.046,255,255,255,11.851,2805
21,MaxProject,0.017,255,255,255,4.310,1020
22,MaxProject,0.004,255,255,255,1.077,255
23,MaxProject,0.004,255,255,255,1.077,255
24,MaxProject,0.004,255,255,255,1.077,255
25,MaxProject,0.004,255,255,255,1.077,255
26,MaxProject,0.004,255,255,255,1.077,255
27,MaxProject,0.794,255,255,255,202.547,47940
28,MaxProject,0.177,255,255,255,45.250,10710
29,MaxProject,28.557,254.321,0,255,7262.585,1718955
30,MaxProject,0.004,255,255,255,1.077,255
31,MaxProject,0.004,255,255,255,1.077,255
32,MaxProject,0.630,255,255,255,160.529,37995
33,MaxProject,46.568,254.907,0,255,11870.518,2809590
34,MaxProject,0.076,255,255,255,19.393,4590
35,MaxProject,0.034,255,255,255,8.619,2040
36,MaxProject,0.017,255,255,255,4.310,1020
37,MaxProject,0.046,255,255,255,11.851,2805
38,MaxProject,0.558,255,255,255,142.214,33660
39,MaxProject,1.107,255,255,255,282.272,66810
40,MaxProject,0.004,255,255,255,1.077,255
41,MaxProject,0.072,255,255,255,18.315,4335
42,MaxProject,0.013,255,255,255,3.232,765
43,MaxProject,0.127,255,255,255,32.321,7650
44,MaxProject,0.008,255,255,255,2.155,510
45,MaxProject,0.004,255,255,255,1.077,255
46,MaxProject,0.004,255,255,255,1.077,255
47,MaxProject,0.008,255,255,255,2.155,510
48,MaxProject,0.004,255,255,255,1.077,255
49,MaxProject,0.008,255,255,255,2.155,510
50,MaxProject,0.004,255,255,255,1.077,255
51,MaxProject,0.025,255,255,255,6.464,1530
52,MaxProject,0.008,255,255,255,2.155,510
53,MaxProject,0.004,255,255,255,1.077,255
54,MaxProject,0.004,255,255,255,1.077,255
55,MaxProject,0.017,255,255,255,4.310,1020
56,MaxProject,0.017,255,255,255,4.310,1020
57,MaxProject,0.004,255,255,255,1.077,255
58,MaxProject,0.017,255,255,255,4.310,1020
59,MaxProject,0.004,255,255,255,1.077,255
60,MaxProject,0.017,255,255,255,4.310,1020
61,MaxProject,0.004,255,255,255,1.077,255
62,MaxProject,0.008,255,255,255,2.155,510
63,MaxProject,0.004,255,255,255,1.077,255
64,MaxProject,0.004,255,255,255,1.077,255
65,MaxProject,0.008,255,255,255,2.155,510
66,MaxProject,0.004,255,255,255,1.077,255
