 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.013,255.000,255,255,3.232,765
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.013,255.000,255,255,3.232,765
4,MaxProject,0.034,255.000,255,255,8.619,2040
5,MaxProject,0.004,255.000,255,255,1.077,255
6,MaxProject,0.004,255.000,255,255,1.077,255
7,MaxProject,0.021,255.000,255,255,5.387,1275
8,MaxProject,0.004,255.000,255,255,1.077,255
9,MaxProject,0.004,255.000,255,255,1.077,255
10,MaxProject,0.013,255.000,255,255,3.232,765
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.004,255.000,255,255,1.077,255
13,MaxProject,0.004,255.000,255,255,1.077,255
14,MaxProject,0.013,255.000,255,255,3.232,765
15,MaxProject,0.046,255.000,255,255,11.851,2805
16,MaxProject,0.156,255.000,255,255,39.863,9435
17,MaxProject,0.017,255.000,255,255,4.310,1020
18,MaxProject,0.013,255.000,255,255,3.232,765
19,MaxProject,0.038,255.000,255,255,9.696,2295
20,MaxProject,0.004,255.000,255,255,1.077,255
21,MaxProject,39.128,252.439,0,255,9877.374,2337840
22,MaxProject,0.004,255.000,255,255,1.077,255
23,MaxProject,1.183,255.000,255,255,301.665,71400
24,MaxProject,0.008,255.000,255,255,2.155,510
25,MaxProject,0.008,255.000,255,255,2.155,510
26,MaxProject,0.004,255.000,255,255,1.077,255
27,MaxProject,0.055,255.000,255,255,14.006,3315
28,MaxProject,0.008,255.000,255,255,2.155,510
29,MaxProject,0.021,255.000,255,255,5.387,1275
30,MaxProject,63.776,253.868,0,255,16190.792,3832140
31,MaxProject,0.194,255.000,255,255,49.559,11730
32,MaxProject,0.321,255.000,255,255,81.881,19380
33,MaxProject,0.283,255.000,255,255,72.184,17085
34,MaxProject,0.004,255.000,255,255,1.077,255
35,MaxProject,0.055,255.000,255,255,14.006,3315
36,MaxProject,0.008,255.000,255,255,2.155,510
37,MaxProject,0.004,255.000,255,255,1.077,255
38,MaxProject,0.013,255.000,255,255,3.232,765
39,MaxProject,0.008,255.000,255,255,2.155,510
40,MaxProject,0.025,255.000,255,255,6.464,1530
41,MaxProject,0.004,255.000,255,255,1.077,255
42,MaxProject,1.141,255.000,255,255,290.891,68850
43,MaxProject,0.004,255.000,255,255,1.077,255
44,MaxProject,0.004,255.000,255,255,1.077,255
45,MaxProject,0.004,255.000,255,255,1.077,255
46,MaxProject,0.013,255.000,255,255,3.232,765
47,MaxProject,0.017,255.000,255,255,4.310,1020
48,MaxProject,0.004,255.000,255,255,1.077,255
49,MaxProject,0.004,255.000,255,255,1.077,255
50,MaxProject,0.004,255.000,255,255,1.077,255
51,MaxProject,0.004,255.000,255,255,1.077,255
52,MaxProject,0.004,255.000,255,255,1.077,255
53,MaxProject,0.008,255.000,255,255,2.155,510
54,MaxProject,0.008,255.000,255,255,2.155,510
