 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,58.829,252.290,0,255,14841.919,3512880
2,MaxProject,0.013,255.000,255,255,3.232,765
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.004,255.000,255,255,1.077,255
5,MaxProject,0.765,255.000,255,255,195.005,46155
6,MaxProject,0.038,255.000,255,255,9.696,2295
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,0.008,255.000,255,255,2.155,510
9,MaxProject,0.008,255.000,255,255,2.155,510
10,MaxProject,0.008,255.000,255,255,2.155,510
11,MaxProject,0.004,255.000,255,255,1.077,255
