 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,0.004,255.000,255,255,1.077,255
2,MaxProject,0.004,255.000,255,255,1.077,255
3,MaxProject,0.004,255.000,255,255,1.077,255
4,MaxProject,0.752,255.000,255,255,191.773,45390
5,MaxProject,0.127,255.000,255,255,32.321,7650
6,MaxProject,0.190,255.000,255,255,48.482,11475
7,MaxProject,0.004,255.000,255,255,1.077,255
8,MaxProject,3.684,252.368,0,255,929.775,220065
9,MaxProject,0.275,255.000,255,255,70.029,16575
10,MaxProject,0.368,255.000,255,255,93.732,22185
11,MaxProject,0.008,255.000,255,255,2.155,510
12,MaxProject,0.063,255.000,255,255,16.161,3825
13,MaxProject,0.013,255.000,255,255,3.232,765
14,MaxProject,0.093,255.000,255,255,23.702,5610
15,MaxProject,0.148,255.000,255,255,37.708,8925
16,MaxProject,0.004,255.000,255,255,1.077,255
17,MaxProject,0.030,255.000,255,255,7.542,1785
18,MaxProject,0.051,255.000,255,255,12.929,3060
19,MaxProject,0.004,255.000,255,255,1.077,255
20,MaxProject,0.004,255.000,255,255,1.077,255
21,MaxProject,0.004,255.000,255,255,1.077,255
